method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,5,360200,"[0, 2, 4, 10, 12]",1035,511,102896,130305,0.91674047829938,0.9941634241245136,1.0,0.988349602930803,True
greedy-AV,3,362000,"[0, 1, 10]",731,467,86958,108811,0.6474756421612046,0.9085603112840467,0.8451057378323744,0.8253198929012978,True
greedy-AV/cost,7,349700,"[1, 2, 4, 9, 10, 11, 12]",1129,514,91731,131841,1.0,1.0,0.8914923806561965,1.0,True
greedy-AV/cost^2,7,349700,"[1, 2, 4, 9, 10, 11, 12]",1129,514,91731,131841,1.0,1.0,0.8914923806561965,1.0,True
greedy-CC,5,360200,"[0, 2, 4, 10, 12]",1035,511,102896,130305,0.91674047829938,0.9941634241245136,1.0,0.988349602930803,True
greedy-PAV,5,360200,"[0, 2, 4, 10, 12]",1035,511,102896,130305,0.91674047829938,0.9941634241245136,1.0,0.988349602930803,True
