method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,4,24000,"[0, 1, 2, 4]",7183,3095,4436525,4787965,0.9950131597174124,0.9891339085969958,0.994521364771972,0.9783824530687676,True,1.0
greedy-AV,4,30000,"[0, 1, 2, 3]",7219,3108,4460965,4828278,1.0,0.9932885906040269,1.0,0.9866200930328362,True,1.0
greedy-AV/cost,4,24000,"[0, 1, 2, 4]",7183,3095,4436525,4787965,0.9950131597174124,0.9891339085969958,0.994521364771972,0.9783824530687676,True,1.0
greedy-AV/cost^2,4,24000,"[0, 1, 2, 4]",7183,3095,4436525,4787965,0.9950131597174124,0.9891339085969958,0.994521364771972,0.9783824530687676,True,1.0
greedy-CC,4,28000,"[0, 1, 2, 6]",6869,3129,4457421,4893756,0.9515168305859536,1.0,0.999205553058587,1.0,True,1.0
greedy-PAV,4,30000,"[0, 1, 2, 3]",7219,3108,4460965,4828278,1.0,0.9932885906040269,1.0,0.9866200930328362,True,1.0
