method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,5,188340,"[0, 1, 2, 3, 5]",946,350,50703,61075,1.0,1.0,1.0,1.0,True
greedy-AV,5,188340,"[0, 1, 2, 3, 5]",946,350,50703,61075,1.0,1.0,1.0,1.0,True
greedy-AV/cost,5,188340,"[0, 1, 2, 3, 5]",946,350,50703,61075,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,5,188340,"[0, 1, 2, 3, 5]",946,350,50703,61075,1.0,1.0,1.0,1.0,True
greedy-CC,2,263750,"[0, 4]",414,348,45121,60378,0.4376321353065539,0.9942857142857143,0.8899078949963513,0.9885878018829308,True
greedy-PAV,5,188340,"[0, 1, 2, 3, 5]",946,350,50703,61075,1.0,1.0,1.0,1.0,True
