method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,7,576450,"[0, 1, 2, 3, 4, 5, 6]",873,302,27326,45451,1.0,1.0,1.0,1.0,True
greedy-AV,7,576450,"[0, 1, 2, 3, 4, 5, 6]",873,302,27326,45451,1.0,1.0,1.0,1.0,True
greedy-AV/cost,7,576450,"[0, 1, 2, 3, 4, 5, 6]",873,302,27326,45451,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,7,576450,"[0, 1, 2, 3, 4, 5, 6]",873,302,27326,45451,1.0,1.0,1.0,1.0,True
greedy-CC,7,576450,"[0, 1, 2, 3, 4, 5, 6]",873,302,27326,45451,1.0,1.0,1.0,1.0,True
greedy-PAV,7,576450,"[0, 1, 2, 3, 4, 5, 6]",873,302,27326,45451,1.0,1.0,1.0,1.0,True
