method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,5,96856,"[0, 1, 2, 3, 4]",2396,846,311654,357435,0.8659197687025659,0.9952941176470588,0.9789511708627161,0.9906048638536686,True
greedy-AV,5,96856,"[0, 1, 2, 3, 4]",2396,846,311654,357435,0.8659197687025659,0.9952941176470588,0.9789511708627161,0.9906048638536686,True
greedy-AV/cost,6,87100,"[0, 2, 3, 4, 5, 6]",2672,824,298390,339076,0.9656667871340803,0.9694117647058823,0.9372869909377896,0.9397242430541121,True
greedy-AV/cost^2,6,76678,"[2, 3, 4, 5, 6, 7]",2464,809,268733,326836,0.8904951210697506,0.951764705882353,0.8441299806819431,0.9058019815700131,True
greedy-CC,5,98434,"[0, 1, 2, 3, 7]",2321,849,311777,359976,0.838814600650524,0.9988235294117647,0.9793375320004397,0.9976470588235294,True
greedy-PAV,5,96856,"[0, 1, 2, 3, 4]",2396,846,311654,357435,0.8659197687025659,0.9952941176470588,0.9789511708627161,0.9906048638536686,True
