method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,4,447746,"[0, 1, 3, 4]",3766,1702,1117737,1447551,0.97212183789365,1.0,1.0,1.0,True,0.3413039049235993
greedy-AV,4,474900,"[0, 1, 2, 4]",3874,1367,894023,933661,1.0,0.8031727379553466,0.7998509488368015,0.6449935097278092,True,0.028761058352402745
greedy-AV/cost,4,199746,"[1, 2, 3, 4]",3581,1648,1045741,1357128,0.9243675787299948,0.9682726204465336,0.9355877098100897,0.9375338070990245,True,0.1230705752753978
greedy-AV/cost^2,4,199746,"[1, 2, 3, 4]",3581,1648,1045741,1357128,0.9243675787299948,0.9682726204465336,0.9355877098100897,0.9375338070990245,True,0.1230705752753978
greedy-CC,4,447746,"[0, 1, 3, 4]",3766,1702,1117737,1447551,0.97212183789365,1.0,1.0,1.0,True,0.3413039049235993
greedy-PAV,4,447746,"[0, 1, 3, 4]",3766,1702,1117737,1447551,0.97212183789365,1.0,1.0,1.0,True,0.3413039049235993
