method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,7,449900,"[0, 1, 2, 3, 4, 6, 8]",2614,1224,440378,748476,1.0,0.9894907033144704,1.0,0.9790834386355968,True,0.6179463851318479
greedy-AV,7,449900,"[0, 1, 2, 3, 4, 6, 8]",2614,1224,440378,748476,1.0,0.9894907033144704,1.0,0.9790834386355968,True,0.6179463851318479
greedy-AV/cost,7,449900,"[0, 1, 2, 3, 4, 6, 8]",2614,1224,440378,748476,1.0,0.9894907033144704,1.0,0.9790834386355968,True,0.6179463851318479
greedy-AV/cost^2,7,449900,"[0, 1, 2, 3, 4, 6, 8]",2614,1224,440378,748476,1.0,0.9894907033144704,1.0,0.9790834386355968,True,0.6179463851318479
greedy-CC,6,427900,"[0, 1, 2, 3, 5, 6]",2529,1237,440258,764466,0.9674827850038256,1.0,0.9997275068236832,1.0,True,0.9162653296782571
greedy-PAV,6,427900,"[0, 1, 2, 3, 5, 6]",2529,1237,440258,764466,0.9674827850038256,1.0,0.9997275068236832,1.0,True,0.9162653296782571
