method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,7,529965,"[0, 1, 2, 3, 4, 8, 12]",2218,1211,358980,732655,1.0,0.9991749174917492,0.996156674482816,0.9983498349834984,True,0.1960839160839161
greedy-AV,7,529965,"[0, 1, 2, 3, 4, 8, 12]",2218,1211,358980,732655,1.0,0.9991749174917492,0.996156674482816,0.9983498349834984,True,0.1960839160839161
greedy-AV/cost,7,529965,"[0, 1, 2, 3, 4, 8, 12]",2218,1211,358980,732655,1.0,0.9991749174917492,0.996156674482816,0.9983498349834984,True,0.1960839160839161
greedy-AV/cost^2,8,524565,"[0, 2, 3, 4, 5, 8, 10, 12]",2065,1177,316698,692076,0.9310189359783588,0.9711221122112212,0.8788256351199478,0.9430549991415328,True,0.18674658674658676
greedy-CC,5,566565,"[0, 1, 2, 3, 5]",2053,1212,360365,733866,0.9256086564472498,1.0,1.0,1.0,True,0.19037273406205446
greedy-PAV,5,566565,"[0, 1, 2, 3, 5]",2053,1212,360365,733866,0.9256086564472498,1.0,1.0,1.0,True,0.19037273406205446
