method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,393000,"[0, 1, 2, 6, 7, 8]",599,457,46398,104196,0.9599358974358975,0.9600840336134454,0.9972059834938102,0.9216806722689076,True
greedy-AV,6,393000,"[0, 1, 2, 6, 7, 8]",599,457,46398,104196,0.9599358974358975,0.9600840336134454,0.9972059834938102,0.9216806722689076,True
greedy-AV/cost,7,383000,"[0, 1, 2, 3, 4, 6, 8]",624,476,46528,113050,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,7,283000,"[0, 1, 3, 4, 6, 7, 8]",537,379,37544,71631,0.8605769230769231,0.7962184873949579,0.8069119669876204,0.6336222910216718,False
greedy-CC,7,383000,"[0, 1, 2, 3, 4, 6, 8]",624,476,46528,113050,1.0,1.0,1.0,1.0,True
greedy-PAV,6,393000,"[0, 1, 2, 6, 7, 8]",599,457,46398,104196,0.9599358974358975,0.9600840336134454,0.9972059834938102,0.9216806722689076,True
