method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,4,556000,"[0, 1, 2, 3]",2084,1169,464951,682696,1.0,1.0,1.0,1.0,True
greedy-AV,4,556000,"[0, 1, 2, 3]",2084,1169,464951,682696,1.0,1.0,1.0,1.0,True
greedy-AV/cost,5,355000,"[1, 2, 3, 4, 5]",1782,1031,288903,530965,0.8550863723608445,0.8819503849443969,0.6213622510759198,0.7777473428876103,True
greedy-AV/cost^2,5,355000,"[1, 2, 3, 4, 5]",1782,1031,288903,530965,0.8550863723608445,0.8819503849443969,0.6213622510759198,0.7777473428876103,True
greedy-CC,4,556000,"[0, 1, 2, 3]",2084,1169,464951,682696,1.0,1.0,1.0,1.0,True
greedy-PAV,4,556000,"[0, 1, 2, 3]",2084,1169,464951,682696,1.0,1.0,1.0,1.0,True
