subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS
8,465900,"[1, 2, 8, 10, 3, 12, 0, 9]",1306,273,34976,37128,0.6763335059554635,0.978494623655914,0.9619097384560381,0.9573760346561461
7,79050,"[1, 2, 8, 10, 3, 12, 5]",1120,263,31546,34453,0.5800103573278095,0.942652329749104,0.8675778993977064,0.8883989582527526
8,112050,"[1, 2, 8, 10, 3, 12, 5, 4]",1287,267,32732,35511,0.6664940445365096,0.956989247311828,0.9001952641566514,0.9156803589386555
9,152050,"[1, 2, 8, 10, 3, 12, 5, 4, 6]",1449,268,33285,35778,0.7503883997928534,0.9605734767025089,0.9154038667803416,0.9225651736675176
10,277050,"[1, 2, 8, 10, 3, 12, 5, 4, 6, 11]",1564,272,33790,36856,0.8099430346970482,0.974910394265233,0.929292373697093,0.9503622908125113
9,237050,"[1, 2, 8, 10, 3, 12, 5, 4, 11]",1402,271,33242,36585,0.7260486794407043,0.9713261648745519,0.9142212810428756,0.943374332791831
8,119050,"[1, 2, 8, 10, 3, 12, 5, 6]",1282,264,32166,34716,0.6639047125841533,0.946236559139785,0.8846291356123319,0.8951806296897965
9,244050,"[1, 2, 8, 10, 3, 12, 5, 6, 11]",1397,268,32672,35778,0.7234593474883481,0.9605734767025089,0.898545144522978,0.9225651736675176
8,204050,"[1, 2, 8, 10, 3, 12, 5, 11]",1235,267,32057,35511,0.6395649922320041,0.956989247311828,0.8816314182778251,0.9156803589386555
8,479050,"[1, 2, 8, 10, 3, 12, 5, 9]",1256,273,33537,37128,0.6504401864319006,0.978494623655914,0.92233436924177,0.9573760346561461
7,82050,"[1, 2, 8, 10, 3, 12, 4]",1124,259,30959,33411,0.5820818228896945,0.9283154121863799,0.8514342289816011,0.8615301307341224
8,122050,"[1, 2, 8, 10, 3, 12, 4, 6]",1286,261,31708,33930,0.6659761781460383,0.9354838709677419,0.8720332224086246,0.8749129728475284
9,247050,"[1, 2, 8, 10, 3, 12, 4, 6, 11]",1401,268,32549,35778,0.725530813050233,0.9605734767025089,0.8951623992739474,0.9225651736675176
8,207050,"[1, 2, 8, 10, 3, 12, 4, 11]",1239,267,31895,35511,0.6416364577938892,0.956989247311828,0.8771760952669069,0.9156803589386555
8,482050,"[1, 2, 8, 10, 3, 12, 4, 9]",1260,268,32770,35778,0.6525116519937856,0.9605734767025089,0.9012403399246446,0.9225651736675176
7,89050,"[1, 2, 8, 10, 3, 12, 6]",1119,256,30445,32640,0.5794924909373381,0.9175627240143369,0.8372982041197987,0.8416492612361723
8,214050,"[1, 2, 8, 10, 3, 12, 6, 11]",1234,263,31291,34453,0.6390471258415329,0.942652329749104,0.8605648909545942,0.8883989582527526
8,489050,"[1, 2, 8, 10, 3, 12, 6, 9]",1255,267,32350,35511,0.6499223200414294,0.956989247311828,0.8896895024889304,0.9156803589386555
7,174050,"[1, 2, 8, 10, 3, 12, 11]",1072,262,30565,34191,0.555152770585189,0.9390681003584229,0.8405984433871456,0.8816430726386633
7,449050,"[1, 2, 8, 10, 3, 12, 9]",1093,266,31775,35245,0.5660279647850854,0.953405017921147,0.87387585599956,0.908821330032748
6,49900,"[1, 2, 8, 10, 3, 0]",1064,267,33731,35511,0.5510098394614189,0.956989247311828,0.9276697560573142,0.9156803589386555
7,79900,"[1, 2, 8, 10, 3, 0, 5]",1227,270,34603,36315,0.6354220611082341,0.967741935483871,0.9516514947333682,0.9364121605941054
8,112900,"[1, 2, 8, 10, 3, 0, 5, 4]",1394,273,35363,37128,0.7219057483169342,0.978494623655914,0.9725530100932318,0.9573760346561461
9,152900,"[1, 2, 8, 10, 3, 0, 5, 4, 6]",1556,274,35701,37401,0.8058001035732781,0.982078853046595,0.9818486840295921,0.9644155643227353
