method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,8,396900,"[0, 1, 3, 5, 6, 7, 8, 9]",489,368,30659,67528,1.0,1.0,1.0,1.0,True
greedy-AV,8,396900,"[0, 1, 3, 5, 6, 7, 8, 9]",489,368,30659,67528,1.0,1.0,1.0,1.0,True
greedy-AV/cost,8,396900,"[0, 1, 3, 5, 6, 7, 8, 9]",489,368,30659,67528,1.0,1.0,1.0,1.0,True
greedy-AV/cost^2,8,396900,"[0, 1, 3, 5, 6, 7, 8, 9]",489,368,30659,67528,1.0,1.0,1.0,1.0,True
greedy-CC,8,396900,"[0, 1, 3, 5, 6, 7, 8, 9]",489,368,30659,67528,1.0,1.0,1.0,1.0,True
greedy-PAV,8,396900,"[0, 1, 3, 5, 6, 7, 8, 9]",489,368,30659,67528,1.0,1.0,1.0,1.0,True
