subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS
0,0,[],0,0,0,0
2,11200,"[8, 3]",166,163,11987,13203
1,1200,[8],155,155,11935,11935
3,21900,"[8, 3, 0]",181,172,12077,14706
4,51900,"[8, 3, 0, 7]",231,211,13266,22155
6,136900,"[8, 3, 0, 7, 9, 5]",283,238,13848,28203
5,86900,"[8, 3, 0, 7, 9]",261,231,13680,26565
7,196900,"[8, 3, 0, 7, 9, 5, 6]",300,241,13936,28920
8,346900,"[8, 3, 0, 7, 9, 5, 6, 4]",322,248,14141,30628
8,396900,"[8, 3, 0, 7, 9, 5, 6, 1]",489,368,30659,67528
6,146900,"[8, 3, 0, 7, 9, 6]",278,234,13770,27261
7,336900,"[8, 3, 0, 7, 9, 5, 2]",354,274,16122,37401
7,286900,"[8, 3, 0, 7, 9, 5, 4]",305,245,14053,29890
7,336900,"[8, 3, 0, 7, 9, 5, 1]",472,365,30583,66430
7,311900,"[8, 3, 0, 7, 5, 6, 4]",292,230,13733,26335
6,286900,"[8, 3, 0, 7, 9, 1]",450,360,30420,64620
5,101900,"[8, 3, 0, 7, 5]",253,218,13434,23653
6,311900,"[8, 3, 0, 7, 6, 2]",319,257,15684,32896
5,201900,"[8, 3, 0, 7, 4]",253,223,13480,24753
8,396900,"[8, 3, 0, 7, 9, 5, 6, 2]",371,276,16210,37950
6,161900,"[8, 3, 0, 7, 5, 6]",270,221,13522,24310
6,236900,"[8, 3, 0, 7, 9, 4]",283,241,13888,28920
7,296900,"[8, 3, 0, 7, 9, 6, 4]",300,244,13978,29646
6,301900,"[8, 3, 0, 7, 5, 2]",324,257,15714,32896
7,361900,"[8, 3, 0, 7, 5, 6, 2]",341,259,15802,33411
6,301900,"[8, 3, 0, 7, 5, 1]",442,349,30189,60726
6,261900,"[8, 3, 0, 7, 6, 4]",270,226,13570,25425
7,346900,"[8, 3, 0, 7, 9, 6, 1]",467,363,30498,65703
7,346900,"[8, 3, 0, 7, 9, 6, 2]",349,274,16092,37401
6,286900,"[8, 3, 0, 7, 9, 2]",332,272,16002,36856
6,311900,"[8, 3, 0, 7, 6, 1]",437,347,30104,60031
5,111900,"[8, 3, 0, 7, 6]",248,214,13356,22791
6,251900,"[8, 3, 0, 7, 5, 4]",275,227,13645,25651
7,361900,"[8, 3, 0, 7, 5, 6, 1]",459,352,30265,61776
5,251900,"[8, 3, 0, 7, 1]",420,344,30026,58996
4,56900,"[8, 3, 0, 9]",211,197,12506,19306
6,266900,"[8, 3, 0, 9, 6, 4]",250,215,12814,23005
5,116900,"[8, 3, 0, 9, 6]",228,204,12606,20706
5,106900,"[8, 3, 0, 9, 5]",233,211,12709,22155
7,366900,"[8, 3, 0, 9, 5, 6, 2]",321,260,15165,33670
6,306900,"[8, 3, 0, 9, 5, 2]",304,256,15068,32640
5,256900,"[8, 3, 0, 9, 1]",400,330,29287,54285
6,316900,"[8, 3, 0, 9, 6, 1]",417,335,29374,55945
7,316900,"[8, 3, 0, 9, 5, 6, 4]",272,224,13011,24976
7,366900,"[8, 3, 0, 9, 5, 6, 1]",439,345,29569,59340
6,256900,"[8, 3, 0, 9, 5, 4]",255,219,12914,23871
4,71900,"[8, 3, 0, 5]",203,186,12280,17205
5,206900,"[8, 3, 0, 9, 4]",233,208,12714,21528
4,81900,"[8, 3, 0, 6]",198,179,12177,15931
6,316900,"[8, 3, 0, 9, 6, 2]",299,257,15019,32896
6,331900,"[8, 3, 0, 5, 6, 2]",291,239,14742,28441
6,331900,"[8, 3, 0, 5, 6, 1]",409,326,29161,52975
5,371900,"[8, 3, 0, 4, 1]",392,322,29084,51681
6,306900,"[8, 3, 0, 9, 5, 1]",422,342,29485,58311
5,281900,"[8, 3, 0, 6, 2]",269,236,14596,27730
5,256900,"[8, 3, 0, 9, 2]",282,251,14919,31375
6,166900,"[8, 3, 0, 9, 5, 6]",250,216,12806,23220
5,131900,"[8, 3, 0, 5, 6]",220,191,12377,18145
5,251900,"[8, 3, 0, 7, 2]",302,255,15594,32385
6,281900,"[8, 3, 0, 5, 6, 4]",242,201,12588,20100
4,171900,"[8, 3, 0, 4]",203,185,12291,17020
5,221900,"[8, 3, 0, 5, 4]",225,196,12491,19110
5,271900,"[8, 3, 0, 5, 1]",392,323,29077,52003
5,231900,"[8, 3, 0, 6, 4]",220,192,12391,18336
5,271900,"[8, 3, 0, 5, 2]",274,235,14645,27495
5,281900,"[8, 3, 0, 6, 1]",387,316,28966,49770
4,221900,"[8, 3, 0, 1]",370,311,28879,48205
5,371900,"[8, 3, 0, 4, 2]",274,240,14704,28680
3,41200,"[8, 3, 7]",216,203,13176,20503
4,76200,"[8, 3, 7, 9]",246,224,13590,24976
4,221900,"[8, 3, 0, 2]",252,230,14496,26335
5,126200,"[8, 3, 7, 9, 5]",268,231,13758,26565
6,186200,"[8, 3, 7, 9, 5, 6]",285,234,13846,27261
6,286200,"[8, 3, 7, 9, 6, 4]",285,237,13889,27966
6,336200,"[8, 3, 7, 9, 6, 2]",334,268,16002,35778
5,301200,"[8, 3, 7, 6, 1]",422,341,30026,57970
5,276200,"[8, 3, 7, 9, 1]",435,355,30342,62835
5,226200,"[8, 3, 7, 9, 4]",268,234,13799,27261
5,136200,"[8, 3, 7, 9, 6]",263,227,13680,25651
4,91200,"[8, 3, 7, 5]",238,210,13344,21945
5,276200,"[8, 3, 7, 9, 2]",317,266,15912,35245
7,386200,"[8, 3, 7, 9, 5, 6, 2]",356,270,16120,36315
5,151200,"[8, 3, 7, 5, 6]",255,213,13432,22578
6,326200,"[8, 3, 7, 9, 5, 1]",457,360,30505,64620
5,291200,"[8, 3, 7, 5, 2]",309,250,15624,31125
6,276200,"[8, 3, 7, 9, 5, 4]",290,238,13964,28203
5,241200,"[8, 3, 7, 5, 4]",260,220,13556,24090
6,336200,"[8, 3, 7, 9, 6, 1]",452,358,30420,63903
4,101200,"[8, 3, 7, 6]",233,206,13266,21115
7,336200,"[8, 3, 7, 9, 5, 6, 4]",307,241,14052,28920
6,351200,"[8, 3, 7, 5, 6, 2]",326,252,15712,31626
6,301200,"[8, 3, 7, 5, 6, 4]",277,223,13644,24753
6,326200,"[8, 3, 7, 9, 5, 2]",339,268,16032,35778
7,386200,"[8, 3, 7, 9, 5, 6, 1]",474,363,30581,65703
4,191200,"[8, 3, 7, 4]",238,216,13391,23220
5,291200,"[8, 3, 7, 5, 1]",427,343,30111,58653
