method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR
MES,6,269129,"[0, 1, 2, 4, 5, 6]",2061,881,262655,387640,0.9795627376425855,0.9101239669421488,0.950711617536341,0.8282410454075397,True
greedy-AV,6,269129,"[0, 1, 2, 4, 5, 6]",2061,881,262655,387640,0.9795627376425855,0.9101239669421488,0.950711617536341,0.8282410454075397,True
greedy-AV/cost,7,232723,"[0, 1, 4, 5, 6, 8, 11]",2093,928,261438,430128,0.9947718631178707,0.9586776859504132,0.9463065384838131,0.9190219388583589,True
greedy-AV/cost^2,7,232723,"[0, 1, 4, 5, 6, 8, 11]",2093,928,261438,430128,0.9947718631178707,0.9586776859504132,0.9463065384838131,0.9190219388583589,True
greedy-CC,6,255129,"[0, 1, 3, 5, 6, 11]",1887,968,266403,468028,0.8968631178707225,1.0,0.9642779579544797,1.0,True
greedy-PAV,6,263129,"[0, 1, 3, 4, 5, 6]",2058,937,276272,438516,0.9781368821292775,0.9679752066115702,1.0,0.9369439435247464,True
