method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,5,296500,"[0, 1, 2, 3, 6]",2151,991,319285,490545,1.0,1.0,1.0,1.0,True,0.2516279315471221
greedy-AV,5,296500,"[0, 1, 2, 3, 6]",2151,991,319285,490545,1.0,1.0,1.0,1.0,True,0.2516279315471221
greedy-AV/cost,5,180500,"[0, 1, 2, 3, 5]",2139,851,303374,361675,0.99442119944212,0.858728557013118,0.9501667788965972,0.7372921954153034,True,0.2598510665650019
greedy-AV/cost^2,5,180500,"[0, 1, 2, 3, 5]",2139,851,303374,361675,0.99442119944212,0.858728557013118,0.9501667788965972,0.7372921954153034,True,0.2598510665650019
greedy-CC,3,300500,"[0, 2, 4]",1478,955,307790,455535,0.6871222687122269,0.963673057517659,0.963997682321437,0.9286304008806532,True,0.26680025409838404
greedy-PAV,3,300500,"[0, 2, 4]",1478,955,307790,455535,0.6871222687122269,0.963673057517659,0.963997682321437,0.9286304008806532,True,0.26680025409838404
