method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,6,204740,"[0, 1, 2, 4, 5, 9]",1086,390,51394,75855,1.0,0.9653465346534652,1.0,0.9318109230277868,True,0.14932159943322265
greedy-AV,6,204740,"[0, 1, 2, 4, 5, 9]",1086,390,51394,75855,1.0,0.9653465346534652,1.0,0.9318109230277868,True,0.14932159943322265
greedy-AV/cost,6,158740,"[0, 1, 2, 3, 5, 9]",1068,403,51163,81003,0.9834254143646408,0.9975247524752476,0.9955053119041132,0.995049504950495,True,0.17825819867306594
greedy-AV/cost^2,6,158740,"[0, 1, 2, 3, 5, 9]",1068,403,51163,81003,0.9834254143646408,0.9975247524752476,0.9955053119041132,0.995049504950495,True,0.17825819867306594
greedy-CC,4,219940,"[0, 1, 3, 8]",579,404,41680,81406,0.5331491712707183,1.0,0.810989609682064,1.0,True,0.21666271290310737
greedy-PAV,6,204740,"[0, 1, 2, 4, 5, 9]",1086,390,51394,75855,1.0,0.9653465346534652,1.0,0.9318109230277868,True,0.14932159943322265
