method,subset_size,total_cost,subset_indices,AV,CC,PAIRS,CONS,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,EJR,alpha_EJR
MES,5,350700,"[0, 1, 6, 8, 9]",283,228,10512,25878,1.0,1.0,1.0,1.0,True,0.21019821428571428
greedy-AV,5,350700,"[0, 1, 6, 8, 9]",283,228,10512,25878,1.0,1.0,1.0,1.0,True,0.21019821428571428
greedy-AV/cost,5,350700,"[0, 1, 6, 8, 9]",283,228,10512,25878,1.0,1.0,1.0,1.0,True,0.21019821428571428
greedy-AV/cost^2,5,250700,"[1, 5, 6, 8, 9]",215,164,6395,13366,0.7597173144876325,0.7192982456140351,0.6083523592085236,0.5165005023572147,False,0.11318365384615385
greedy-CC,5,350700,"[0, 1, 6, 8, 9]",283,228,10512,25878,1.0,1.0,1.0,1.0,True,0.21019821428571428
greedy-PAV,5,350700,"[0, 1, 6, 8, 9]",283,228,10512,25878,1.0,1.0,1.0,1.0,True,0.21019821428571428
