subset_size,subset_indices,AV,CC,PAIRS,CONS,EJR,beta_EJR,alpha_AV,alpha_CC,alpha_PAIRS,alpha_CONS,alpha_EJR
2,"[1, 4]",28,24,212,276,True,1.0,0.7368421052631579,0.9230769230769231,0.8,0.8492307692307692,1.0
2,"[1, 5]",19,16,80,120,True,1.0,0.5,0.6153846153846154,0.3018867924528302,0.36923076923076925,1.0
2,"[1, 6]",15,14,49,91,True,1.0,0.39473684210526316,0.5384615384615384,0.18490566037735848,0.28,1.0
2,"[1, 7]",20,16,88,120,True,1.0,0.5263157894736842,0.6153846153846154,0.3320754716981132,0.36923076923076925,1.0
2,"[2, 3]",28,23,188,253,True,1.0,0.7368421052631579,0.8846153846153846,0.7094339622641509,0.7784615384615384,1.0
2,"[2, 4]",30,26,229,325,True,1.0,0.7894736842105263,1.0,0.8641509433962264,1.0,1.0
2,"[2, 5]",21,18,97,153,True,1.0,0.5526315789473685,0.6923076923076923,0.3660377358490566,0.4707692307692308,1.0
2,"[2, 6]",17,17,66,66,True,1.0,0.4473684210526316,0.6538461538461539,0.2490566037735849,0.20307692307692307,1.0
2,"[2, 7]",22,19,108,171,True,1.0,0.5789473684210527,0.7307692307692307,0.4075471698113208,0.5261538461538462,1.0
2,"[3, 4]",38,25,265,300,True,1.0,1.0,0.9615384615384616,1.0,0.9230769230769231,1.0
2,"[3, 5]",29,22,187,231,True,1.0,0.7631578947368421,0.8461538461538461,0.7056603773584905,0.7107692307692308,1.0
2,"[3, 6]",25,21,168,210,True,1.0,0.6578947368421053,0.8076923076923077,0.6339622641509434,0.6461538461538462,1.0
2,"[3, 7]",30,24,204,276,True,1.0,0.7894736842105263,0.9230769230769231,0.769811320754717,0.8492307692307692,1.0
2,"[4, 5]",31,26,235,325,True,1.0,0.8157894736842105,1.0,0.8867924528301887,1.0,1.0
2,"[4, 6]",27,21,196,210,True,1.0,0.7105263157894737,0.8076923076923077,0.7396226415094339,0.6461538461538462,1.0
2,"[4, 7]",32,22,211,231,True,1.0,0.8421052631578947,0.8461538461538461,0.7962264150943397,0.7107692307692308,1.0
2,"[5, 6]",18,17,76,136,True,1.0,0.47368421052631576,0.6538461538461539,0.28679245283018867,0.41846153846153844,1.0
